NACA6409
1.000000 -0.000000
0.999950 0.000016
0.999800 0.000063
0.999551 0.000141
0.999202 0.000250
0.998753 0.000391
0.998205 0.000562
0.997557 0.000765
0.996810 0.000998
0.995964 0.001262
0.995018 0.001556
0.993974 0.001881
0.992831 0.002235
0.991589 0.002620
0.990249 0.003034
0.988811 0.003477
0.987276 0.003949
0.985642 0.004450
0.983912 0.004980
0.982084 0.005537
0.980160 0.006122
0.978139 0.006734
0.976023 0.007374
0.973811 0.008039
0.971504 0.008731
0.969102 0.009448
0.966606 0.010191
0.964015 0.010958
0.961332 0.011749
0.958555 0.012564
0.955686 0.013402
0.952725 0.014263
0.949673 0.015146
0.946530 0.016050
0.943296 0.016975
0.939973 0.017921
0.936561 0.018886
0.933060 0.019871
0.929472 0.020874
0.925796 0.021895
0.922034 0.022933
0.918186 0.023988
0.914253 0.025059
0.910235 0.026145
0.906134 0.027246
0.901950 0.028361
0.897684 0.029489
0.893337 0.030630
0.888909 0.031783
0.884402 0.032947
0.879815 0.034122
0.875151 0.035307
0.870410 0.036501
0.865592 0.037703
0.860700 0.038913
0.855733 0.040130
0.850692 0.041353
0.845579 0.042582
0.840395 0.043816
0.835140 0.045054
0.829816 0.046296
0.824423 0.047540
0.818963 0.048786
0.813437 0.050033
0.807845 0.051281
0.802190 0.052529
0.796471 0.053776
0.790690 0.055022
0.784848 0.056265
0.778947 0.057505
0.772987 0.058742
0.766969 0.059974
0.760895 0.061202
0.754767 0.062423
0.748584 0.063638
0.742349 0.064846
0.736063 0.066047
0.729727 0.067238
0.723341 0.068421
0.716909 0.069594
0.710429 0.070757
0.703905 0.071909
0.697338 0.073049
0.690727 0.074176
0.684076 0.075291
0.677385 0.076392
0.670656 0.077480
0.663890 0.078552
0.657088 0.079610
0.650252 0.080651
0.643383 0.081676
0.636483 0.082684
0.629552 0.083675
0.622593 0.084648
0.615607 0.085602
0.608595 0.086537
0.601559 0.087452
0.594499 0.088347
0.587419 0.089222
0.580318 0.090076
0.573199 0.090908
0.566063 0.091718
0.558912 0.092506
0.551746 0.093271
0.544568 0.094013
0.537379 0.094732
0.530180 0.095426
0.522974 0.096097
0.515761 0.096742
0.508542 0.097362
0.501321 0.097957
0.494097 0.098527
0.486873 0.099070
0.479651 0.099587
0.472430 0.100078
0.465215 0.100542
0.458004 0.100979
0.450802 0.101389
0.443607 0.101771
0.436424 0.102125
0.429252 0.102452
0.422094 0.102751
0.414950 0.103022
0.407824 0.103264
0.400715 0.103478
0.393512 0.103656
0.386316 0.103783
0.379142 0.103861
0.371993 0.103890
0.364869 0.103869
0.357772 0.103800
0.350704 0.103682
0.343667 0.103516
0.336662 0.103302
0.329691 0.103040
0.322755 0.102732
0.315857 0.102377
0.308998 0.101975
0.302179 0.101528
0.295402 0.101036
0.288669 0.100500
0.281982 0.099920
0.275341 0.099296
0.268749 0.098631
0.262207 0.097923
0.255717 0.097175
0.249280 0.096386
0.242898 0.095559
0.236572 0.094692
0.230303 0.093788
0.224094 0.092847
0.217946 0.091871
0.211859 0.090859
0.205836 0.089814
0.199879 0.088735
0.193987 0.087625
0.188163 0.086484
0.182408 0.085313
0.176724 0.084113
0.171111 0.082886
0.165571 0.081632
0.160106 0.080352
0.154715 0.079049
0.149402 0.077722
0.144166 0.076372
0.139009 0.075003
0.133932 0.073613
0.128937 0.072205
0.124024 0.070780
0.119194 0.069338
0.114448 0.067882
0.109788 0.066412
0.105214 0.064929
0.100728 0.063435
0.096330 0.061931
0.092021 0.060418
0.087802 0.058898
0.083674 0.057371
0.079638 0.055838
0.075694 0.054302
0.071843 0.052763
0.068087 0.051221
0.064425 0.049680
0.060859 0.048138
0.057389 0.046599
0.054015 0.045062
0.050739 0.043529
0.047561 0.042001
0.044481 0.040479
0.041501 0.038964
0.038620 0.037458
0.035838 0.035960
0.033158 0.034472
0.030578 0.032996
0.028100 0.031531
0.025723 0.030079
0.023449 0.028641
0.021276 0.027218
0.019207 0.025810
0.017241 0.024418
0.015377 0.023043
0.013618 0.021686
0.011962 0.020347
0.010409 0.019028
0.008961 0.017728
0.007618 0.016449
0.006378 0.015190
0.005243 0.013953
0.004213 0.012738
0.003287 0.011545
0.002466 0.010375
0.001749 0.009229
0.001137 0.008106
0.000630 0.007006
0.000227 0.005931
-0.000072 0.004881
-0.000266 0.003855
-0.000355 0.002854
-0.000341 0.001878
-0.000222 0.000926
-0.000000 0.000000
0.000324 -0.000896
0.000749 -0.001755
0.001273 -0.002579
0.001896 -0.003366
0.002619 -0.004118
